,0
0,11005.106029561488
1,-7304.705620149849
2,11073.335523810238
3,-386.4170703208074
4,1373.7695251107216
5,1656.0117022478953
6,-546.3010336225852
7,-2100.663037629798
8,3164.9741033415776
9,9084.81210310408
10,24982.2742796964
11,-11868.906851442065
12,7991.037348909304
13,16497.07624474843
14,18613.820646270644
15,-41840.68269660766
16,-26494.04658970004
17,-14113.476891362341
18,32050.59331014729
19,-4416.62579260231
20,-36915.91703834757
21,-7159.730377266649
22,-7189.167489192681
23,9853.062851647846
24,-64036.5867352637
25,4172.022086999612
26,54767.10806462215
27,34324.247815121664
28,-27305.582185743842
29,-36269.81058213394
30,18878.420690379804
31,12631.360648802249
32,-34883.62043726398
33,-3995.736684815958
34,12941.916416702792
35,-30633.9949177159
36,5348.096554208081
37,-24593.019885875052
38,-95608.37289162492
39,49752.17188844015
40,7241.064807265066
41,9440.288410447538
42,30850.102744871518
43,20571.350407388527
44,-15608.030387021368
45,1352.91504963045
46,7259.3900184126105
47,-10015.356547188945
48,10741.571627901634
49,14632.076709813904
50,48987.478282498196
51,45331.01260489086
52,-1572.5791597056668
53,-3490.3304790277034
54,-65661.41203976446
55,-1587.090147126466
56,12340.88664724608
57,8391.502734347712
58,36577.84202228137
59,13213.76531541464
60,23600.38061269722
61,2831.301642479142
