,0
0,8721.623044552281
1,21468.412895195186
2,11725.930898285005
3,1496.8278251506854
4,-4968.385382563807
5,12471.3018262072
6,6537.810932608321
7,3144.3058785216417
8,3975.878594546113
9,2828.2553510374855
10,-11158.56145428191
11,-11916.207240618067
12,-2525.0302055643406
13,-19219.266250377288
14,9936.096370926127
15,-3127.265857863007
16,66.24149034963921
17,121284.13178376993
18,9823.479252285324
19,-6438.370010132436
20,-1118.9332164153457
21,-8609.118871104205
22,19441.816744241863
23,10445.589336834848
24,3716.8094767020084
25,11290.224699712358
26,-5009.834258582909
27,-4652.789896675153
28,3286.2899742953014
29,7370.419439354911
30,-12853.911746848142
31,13837.13403951726
32,-11685.456672244007
33,-3330.5688984720036
34,19675.44633319718
35,15539.900267049205
36,31003.405537439045
37,11058.870652539656
38,-1202.5622532893904
39,-38927.92050559935
40,18584.271889186
41,-16356.036491528153
42,-33830.22516256501
43,7682.2953305782285
44,10589.08647033968
45,6897.82663704548
46,5146.682915109675
47,9754.584162257612
48,-3908.687840856379
49,-1051.7613659435883
50,10178.882844979875
51,12591.165676967707
52,14393.765332898125
53,-5936.461772656301
54,-10782.874418987427
55,-2542.142082474893
56,-5896.542275043903
57,4527.197885308415
58,3252.3178270347416
59,2313.1925210091285
60,-12713.163215784822
61,18732.320330960443
