,0
0,1737652.1055630129
1,1773524.8267828668
2,1796934.3418368963
3,1798418.7315206826
4,1807145.988046501
5,1850991.2606962689
6,1867108.6902740013
7,1873760.8847472845
8,1896033.2772631207
9,1895516.870582664
10,1865400.078652785
11,1866072.1837228392
12,1855198.2196281971
13,1881329.48452623
14,1916950.3165076417
15,1861892.349170673
16,1868696.4977954114
17,1827252.299932359
18,1826267.4352443374
19,1846738.061761287
20,1884624.674500788
21,1874117.545901794
22,1898426.9071535745
23,1912670.9680387387
24,1936441.250810152
25,1948225.7154031033
26,1936182.9309811667
27,1945861.19538788
28,1969722.3072747434
29,1931535.6769995259
30,1934840.689838152
31,1929580.8316675255
32,1925480.7649142118
33,1932639.5228143749
34,1955060.050730824
35,1953567.3956206655
36,1957475.9232508347
37,1979672.013677511
38,1984931.11465172
39,2050815.1787842764
40,2054396.4822681476
41,2063603.1914889945
42,2090970.659007905
43,2043632.1353186357
44,2008918.0758822528
45,2003147.867380496
46,1991769.9264034368
47,2039612.3976755952
48,2042669.4557671028
49,2042778.1940432792
50,2025434.7629803696
51,1962254.4143098858
52,1995531.0605962574
53,1979237.138064784
54,1997283.5146237651
55,1966726.8011055342
56,1986784.9357520011
57,2027500.6874684135
58,2027999.591947183
59,2065942.177365171
60,2056146.3296971335
61,2059277.942043551
62,2025664.1088402835
