,0
0,1348103.9073023056
1,1365007.8284227687
2,1383690.772299478
3,1406945.0996321195
4,1403576.8807922935
5,1421649.0125649062
6,1414283.5917588947
7,1417200.0342232692
8,1426325.4697040252
9,1445864.3884635188
10,1450053.4471010552
11,1452175.7578825036
12,1449400.2825574453
13,1465467.741737004
14,1462414.8802386948
15,1476827.0750414026
16,1464889.1606456293
17,1438200.2247029792
18,1399557.2537150763
19,1408720.392872728
20,1408283.6031769093
21,1397113.5936800558
22,1399199.5171686658
23,1404633.9466402526
24,1400947.1254840528
25,1391931.8963682451
26,1360779.8837855165
27,1375668.798070413
28,1394757.2861593824
29,1394785.18715824
30,1391263.3280230241
31,1365905.312606534
32,1363268.2821168401
33,1357955.6473152405
34,1374639.0684349253
35,1363699.9689045015
36,1356112.1143747815
37,1346968.4364831755
38,1347622.063169094
39,1357581.3461021895
40,1375818.0148242572
41,1392485.2125815211
42,1389172.2110150661
43,1372503.322716344
44,1374725.3705568337
45,1390451.8298786003
46,1374826.325030445
47,1389060.3575716335
48,1394741.8452421343
49,1412966.6967214057
50,1401446.4038636915
51,1395501.768640472
52,1381088.4548087653
53,1379640.0480163917
54,1384141.935396837
55,1376419.472383171
56,1366092.9638572417
57,1349572.6894173757
58,1350532.5995225436
59,1370688.9803921871
60,1377990.560359184
61,1388080.0367599484
62,1383722.787999567
