,0
0,1000000.0
1,999580.2205945
2,999053.7011441
3,985453.8126264
4,979728.5368164
5,986657.5136799
6,993089.9896107002
7,949518.9015058903
8,968176.95915389
9,937893.44291089
10,945870.2321588901
11,940973.6407288901
12,948830.2366188901
13,977987.7531938901
14,966576.92166989
15,970866.34583389
16,947517.9256528901
17,1004138.56444789
18,983185.1590238902
19,981467.8100958902
20,973740.5110478901
21,933460.82974689
22,922822.51238389
23,878017.9720938901
24,865542.0120928901
25,857574.5378468899
26,868365.5091478901
27,876212.9310668899
28,879000.4224668901
29,896177.8398478901
30,919123.85785289
31,904196.50043389
32,913536.0267298901
33,935891.6630538901
34,923295.0153868899
35,927042.5154008901
36,934188.3692148902
37,933738.8572488901
38,925894.3167288901
39,960982.3198258902
40,961841.80426189
41,954898.58299389
42,951831.9198488904
43,931696.8048558901
44,928574.4834688901
45,936500.20627789
46,941195.1714108901
47,959041.7998288899
48,964792.4770788901
49,965920.0428288901
50,970503.7992088901
51,962750.5236818901
52,959773.9536868901
53,963639.56585889
54,967232.2181488901
55,971191.7562288902
56,978390.8467118901
57,974936.1631788901
58,993078.02553389
59,1000967.39628189
60,993590.0153638902
61,1001300.38295889
62,994246.30658689
