,0
0,1708839.8446505624
1,1787060.9491234804
2,1804535.436084174
3,1813950.8825135604
4,1809312.1106930138
5,1799273.631624435
6,1788305.3067592108
7,1824106.8014213445
8,1830225.3394184732
9,1838162.1105290686
10,1848332.3028081118
11,1808507.1990613902
12,1817713.3395986194
13,1823031.332873589
14,1839009.1603821819
15,1803304.179934229
16,1760265.9520892235
17,1835140.8693054009
18,1863095.1916050578
19,1785016.9183552263
20,1807672.701938873
21,1831792.141157047
22,1815854.8825730374
23,1798091.096289528
24,1788446.0793310925
25,1787958.0180613943
26,1816058.3233626434
27,1816404.5119755024
28,1806633.963969131
29,1802060.0670029926
30,1815173.8942587269
31,1808548.1949653556
32,1816940.0960945687
33,1832801.0395041376
34,1836718.8256585407
35,1843672.387659478
36,1846660.5674757804
37,1844820.3478307812
38,1868519.3599532733
39,1884735.5339181682
40,1879107.9289131647
41,1860512.5846274386
42,1822152.4517668723
43,1818830.2948038739
44,1869472.260333073
45,1877626.8156286671
46,1893991.0630626653
47,1891130.4604182376
48,1911140.484850409
49,1938034.1228320294
50,1953283.0377123333
51,1980154.925439006
52,2010399.38826783
53,1952969.7748964906
54,1962920.9794580978
55,1971300.423867165
56,1951546.5139290057
57,1958460.4449477172
58,1968929.9549704874
59,1999890.2568874194
60,2000062.5666353179
61,2008495.5423303975
62,2002435.2726423
