,0
0,6336.872601627838
1,-7185.467444298323
2,1622.1839609105373
3,276.81288891716395
4,6932.416910969885
5,8040.561462910846
6,3446.092522873776
7,2647.883753569564
8,6812.70585992327
9,-9286.99531621579
10,2314.613540476421
11,1106.9493650658987
12,-28927.216358022415
13,5737.285277035204
14,-16433.545294259675
15,-13717.371858643368
16,-15383.5777160672
17,41315.61558698269
18,21410.50265968812
19,-11293.26705764397
20,1389.3979821074754
21,-3619.4301661272766
22,15845.806652880856
23,4197.277365146903
24,22440.317160740495
25,359.22578576859087
26,117.66708099935204
27,-6695.686500501353
28,7918.18153414852
29,-18069.748116651783
30,2242.16778901848
31,-4790.616547456244
32,9263.108099580277
33,-6727.360367171699
34,18197.70160980732
35,7570.3030937325675
36,870.110268484801
37,7032.491214729613
38,7731.097898335196
39,-3803.253686197102
40,-948.93906545965
41,-8031.929361897521
42,-3471.5761380279437
43,-644.4984391387552
44,12492.701439921279
45,273.1242786596995
46,-13031.02849349007
47,-4647.773602492176
48,458.2666033625137
49,-841.3511376036331
50,-7206.564541631378
51,-22854.200743773952
52,3125.9525320846587
53,4848.817626165226
54,1120.1859177460428
55,7297.928944318788
56,-40607.74151046737
57,-12363.220473824418
58,18330.829626317252
59,7904.676381509518
60,11857.659704107093
61,9061.062906098785
