,0
0,-821.2598934415728
1,-377.77521776617505
2,-536.3504245488439
3,4455.488127838122
4,-3510.1890616698656
5,-6605.09367871494
6,-7673.55982368486
7,14545.626400424168
8,-228.05888255150057
9,159.3933403585106
10,8863.36413465836
11,-1340.5777341222856
12,13112.046359611908
13,3607.0625945166685
14,-3004.182748394087
15,8845.021813293453
16,6101.149644420017
17,22236.99952830351
18,-1425.027044791961
19,-4717.3145114418585
20,-3609.6115364048164
21,-1197.1294418843463
22,11931.406135745812
23,5044.965877501527
24,-266.33241379703395
25,-354.96056347270496
26,13010.68935357756
27,710.86582624726
28,8292.235863188282
29,-32833.24400185258
30,12176.291785603622
31,8707.758200454758
32,18725.2744601178
33,3267.16357667814
34,13695.481479419162
35,17904.9521830983
36,-1186.7467166278511
37,2622.600986842299
38,-3770.846272577299
39,-273.9829671266489
40,16941.67354805791
41,4853.412187100854
42,-9927.185455800733
43,8790.753894227324
44,-2476.964334988501
45,-45090.35573011474
46,-16103.787135896971
47,21360.0683078242
48,-6604.899300546618
49,-15068.522932446329
50,26757.12766639609
51,13411.912338483147
52,-1861.9665165077895
53,17118.530863826163
54,-2023.2262065778486
55,5643.71519150096
56,-12332.35865070019
57,-24186.59429189493
58,18233.680246801116
59,-20933.558758961968
60,-9706.616234619636
61,-21225.147852567723
