,0
0,-1486.5306827607565
1,-199.26074288715608
2,0.0
3,0.0
4,0.0
5,0.0
6,1982.5570517382585
7,-1073.3573920922354
8,11858.878192040604
9,3139.0045038913377
10,-775.0553661982995
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,247.29670130484737
46,-1263.136115978472
47,-369.18572304514237
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,-5567.856658730423
56,15917.054298845585
57,5047.254351197043
58,-523.2013475876302
59,0.0
60,0.0
61,0.0
