,0
0,1564580.6455704237
1,1531294.842275878
2,1536932.619326718
3,1570484.0708822333
4,1560396.467906721
5,1582134.6406458523
6,1564716.8869988415
7,1578427.963575515
8,1626080.6402294622
9,1633990.0478365696
10,1636602.7993282985
11,1612146.5130539578
12,1606605.276451401
13,1549267.5595937562
14,1547216.8089764484
15,1594104.5725801855
16,1623074.2701973023
17,1618246.0535555836
18,1634310.8496084174
19,1617656.2038692948
20,1632563.131388266
21,1644627.992083126
22,1663732.9955961718
23,1668536.8981310395
24,1693790.5086287074
25,1699901.9447175344
26,1697404.6287260053
27,1688536.1204991683
28,1667778.7317460913
29,1677425.9321802217
30,1672517.3562045877
31,1669609.1154716946
32,1678171.2811823795
33,1675907.3534308563
34,1700339.210000097
35,1703506.8642500702
36,1705082.8288263706
37,1704201.0027019817
38,1722518.3842157873
39,1729594.2503231044
40,1741310.5660562688
41,1763030.6379446492
42,1786527.5258416138
43,1788045.011288507
44,1772467.3745634113
45,1773636.487782912
46,1777537.9040084213
47,1787504.8414032129
48,1796562.6004355855
49,1815153.6778964335
50,1801048.6196316893
51,1811239.309722487
52,1817086.9820235758
53,1830490.8757067623
54,1811984.9834565932
55,1794128.2272608185
56,1741991.7235104938
57,1766037.8310679437
58,1735539.051402524
59,1776503.5868985232
60,1776160.9360379481
61,1788320.1555438382
62,1767321.016045056
